Reference,Author Year,Polymer,Alternate Polymer Names,End Groups,Solvents,Solvent Ratio (wt%),Solvent Ratio (vol%),Stationary Phase,Manufacturer,Base Material,Base Material Modification,Phase,Particle diameter (μm),Pore size (Å),Temperature (Celsius),Flow Rate (mL/min),Injected Polymer Concentration (g/L),Detector,Reference (Raw),Paper DOI,Corresponding Author Name,Corresponding Email Address,Physical Address,Publication Year (Raw),Critical Condition Basis,Critical Condition Confidence,Model Confidences,Qwen Confidence,Mistral Confidence,Analyte Polymer (Raw),Analyte Polymer (Standardized),Critical Component (Raw),Critical Component (Standardized),Architecture (Raw),Architecture (Standardized),Polymer (Raw),Alternate Polymer Names (Parsed from Raw),Polymer Parsing,End Groups (Raw),End Groups (Parsed),Solvents (Raw),Solvents (Standardized),Solvent Qualifiers (Standardized),Solvent Count (Standardized),Solvent Ratio (Raw),Solvent Ratio Units (Raw),Solvent Ratio Components (Standardized),Solvent Ratio Units (Standardized),Solvent Ratio Minimum (Standardized),Solvent Ratio Maximum (Standardized),Stationary Phase (Raw),Manufacturer (Raw),Base Material Source (Raw),Base Material Modification (Raw),Column Name (Raw),Column Mode (Raw),Column Mode (Standardized),Column Dimensions (Raw),Pore Size (Raw),Pore Size (Standardized),Temperature (Raw),Temperature (Standardized),Flow Rate (Raw),Flow Rate (Standardized),Injected Polymer Concentration (Raw),Detector (Raw),Aqueous Parameters (Raw),Aqueous Parameters (Standardized),Evidence Text,Notes
6,2002,Polystyrene,PS,,Dimethylformamide,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,95,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PS,Polystyrene,PS,Polystyrene,linear,linear,PS,,linear,,,"[""dimethylformamide""]","[""Dimethylformamide""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,95,95,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °C with C18 bonded silica gel.",Used for separation of block and graft copolymers of styrene and methyl methacrylate.
6,2002,Polystyrene,PS,,Cyclohexane,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,9,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (cyclohexane) on C18 bonded silica,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PS,Polystyrene,PS,Polystyrene,linear,linear,PS,,linear,,,"[""cyclohexane""]","[""Cyclohexane""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,9,9,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","A 'criticallike' elution was also observed in cyclohexane for PS at 9 °C with silica gel C18 packing, which is well below the θ temperature.",Described as 'criticallike' elution; higher molar masses underwent phase separation.
Im2008,2008,Polystyrene,,,"Dichloromethane, Acetonitrile",,"57, 43",C18 bonded silica,,Silica,,Reverse,,100,33.3,0.5,,UV absorption detector,Im2008.pdf,10.1021/ma702377f,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang 790-784, Korea",2008,coelution of linear PS standards,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,linear polystyrene,Polystyrene,linear polystyrene,Polystyrene,linear,linear,linear polystyrene,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,57/43,v/v,"[57.0, 43.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Kromasil C18,,,150 × 4.6 mm,100 Å,100,33.3,33.3,0.5 mL/min,0.5,,UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical condition was found as 33.3 °C for the 100 Å pore column... Column: Kromasil C18, 100 Å pore, 5 µm particle, 150 × 4.6 mm. Column temperature: 33.3 °C. Eluent: CH2Cl2/CH3CN (57/43, v/v) at a flow rate of 0.5 mL/min.",Used to analyze star-shaped PS retention behavior.
Im2008,2008,Polystyrene,,,"Dichloromethane, Acetonitrile",,"57, 43",C18 bonded silica,,Silica,,Reverse,,500,30.4,0.5,,UV absorption detector,Im2008.pdf,10.1021/ma702377f,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang 790-784, Korea",2008,coelution of linear PS standards,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,linear polystyrene,Polystyrene,linear polystyrene,Polystyrene,linear,linear,linear polystyrene,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,57/43,v/v,"[57.0, 43.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 × 4.6 mm,500 Å,500,30.4,30.4,0.5 mL/min,0.5,,UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical condition was found as... 30.4 °C for the 500 Å pore column... Column: Nucleosil C18, 500 Å pore, 7 µm particle, 250 × 4.6 mm i.d. Column temperature: 30.4 °C. Eluent: CH2Cl2/CH3CN (57/43, v/v) at a flow rate of 0.5 mL/min.",Used to analyze star-shaped PS retention behavior.
Im2008,2008,Polystyrene,,,"Dichloromethane, Acetonitrile",,"57, 43",C18 bonded silica,,Silica,,Reverse,,100,33.3,0.5,,UV absorption detector,Im2008.pdf,10.1021/ma702377f,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang 790-784, Korea",2008,coelution of linear PS standards,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,polystyrene,Polystyrene,polystyrene,Polystyrene,linear,linear,polystyrene,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,57/43,v/v,"[57.0, 43.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Kromasil C18,,,150 × 4.6 mm,100 Å,100,33.3,33.3,0.5 mL/min,0.5,,UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical condition was found as 33.3 °C for the 100 Å pore column. Column: Kromasil C18, 100 Å pore, 5 µm particle, 150 × 4.6 mm. Column temperature: 33.3 °C. Eluent: CH2Cl2/CH3CN (57/43, v/v) at a flow rate of 0.5 mL/min.",Used to analyze star-shaped PS retention behavior.
Im2008,2008,Polystyrene,,,"Dichloromethane, Acetonitrile",,"57, 43",C18 bonded silica,,Silica,,Reverse,,500,30.4,0.5,,UV absorption detector,Im2008.pdf,10.1021/ma702377f,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, Pohang University of Science and Technology, Pohang 790-784, Korea",2008,coelution of linear PS standards,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,polystyrene,Polystyrene,polystyrene,Polystyrene,linear,linear,polystyrene,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,57/43,v/v,"[57.0, 43.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 × 4.6 mm,500 Å,500,30.4,30.4,0.5 mL/min,0.5,,UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical condition was found as 30.4 °C for the 500 Å pore column. Column: Nucleosil C18, 500 Å pore, 7 µm particle, 250 × 4.6 mm i.d. Column temperature: 30.4 °C. Eluent: CH2Cl2/CH3CN (57/43, v/v) at a flow rate of 0.5 mL/min.",Used to analyze star-shaped PS retention behavior.
Ziebarth_2016,2016,Ls-PS,,,"Dichloromethane, Acetonitrile",,"58, 42",C18 bonded silica,,Silica,,Reverse,,100,14.8,0.5,,UV absorption detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",2016,coelution of different molecular weights,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Ls-PS,Ls-PS,Ls-PS,Ls-PS,linear,linear,Ls-PS,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 x 4.6 mm,100 Å,100,14.8,14.8,0.5 mL/min,0.5,,UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm) smaller than the preparative fractionation. The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition for the polymers of interest. TCAP and tE,CAP of Ls-PS... are measured as 14.8 °C/7.4 min",Ls-PS refers to linear PS with saturated DPE end-groups. Used to establish CAP for linear polymers.
Ziebarth_2016,2016,Lu-PS,,,"Dichloromethane, Acetonitrile",,"58, 42",C18 bonded silica,,Silica,,Reverse,,100,14.95,0.5,,UV absorption detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",2016,coelution of different molecular weights,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Lu-PS,Lu-PS,Lu-PS,Lu-PS,linear,linear,Lu-PS,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 x 4.6 mm,100 Å,100,14.95,14.95,0.5 mL/min,0.5,,UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm)... The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition... TCAP and tE,CAP of... Lu-PS... are measured as 14.95 °C/7.6 min",Lu-PS refers to linear PS with unsaturated DPE end-groups. Used to establish CAP for linear polymers with reactive end-groups.
Ziebarth_2016,2016,Polystyrene,PS,,"Dichloromethane, Acetonitrile",,"58, 42",C18 bonded silica,,Silica,,Reverse,,100,17.3,0.5,,UV absorption detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",2016,coelution of different molecular weights,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Ring-PS,Ring-PS,Ring-PS,Ring-PS,ring,cyclic,Ring-PS,,cyclic,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 x 4.6 mm,100 Å,100,17.3,17.3,0.5 mL/min,0.5,,UV absorption detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm)... The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition... TCAP and tE,CAP of... Ring-PS... are measured as 17.3 °C/ 8.23 min",Ring-PS refers to cyclic polystyrene. Used to establish CAP for ring polymers.
Ziebarth_2016,2016,Polystyrene,,,"Dichloromethane, Acetonitrile",,"58, 42",C18 bonded silica,,Silica,,Reverse,,100,19,2,,light scattering detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",2016,coelution of different molecular weights,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,polystyrene,Polystyrene,linear,linear,linear,linear,polystyrene,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 × 9.8 mm,100 Å,100,19,19,2 mL/min,2,,light scattering detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","For fractionation of ring PS, two C18 bonded silica columns (Nucleosil C18, 250 × 9.8 mm, 100 Å pore, 5 μm and Nucleosil C18, 250 × 9.8 mm, 300 Å pore, 5 μm) and a mixed RT eluent of CH2Cl2/CH3CN (58/42, v/v, Samchun, HPLC grade) at a FD flow rate of 2 mL/min were used. The temperature of the columns was set at 19 °C at which different molar mass linear PS precursors coelute.",
Ziebarth_2016,2016,Polystyrene,,,"Dichloromethane, Acetonitrile",,"58, 42",C18 bonded silica,,Silica,,Reverse,,100,17.3,0.5,,light scattering detector,Ziebarth_2016.pdf,10.1021/acs.macromol.6b01925,Yongmei Wang,ywang@memphis.edu,"Department of Chemistry, The University of Memphis, Memphis, Tennessee 38154, United States",2016,coelution of different molecular weights,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,polystyrene,Polystyrene,ring,ring,ring,cyclic,polystyrene,,cyclic,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,58/42,v/v,"[58.0, 42.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,Nucleosil C18,,,250 × 4.6 mm,100 Å,100,17.3,17.3,0.5 mL/min,0.5,,light scattering detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","Analytical LCCC analysis used a column (Nucleosil C18, 250 × 4.6 mm, 100 Å, 5 μm)... The eluent was CH2Cl2/CH3CN (58/42, v/v) at a flow rate of 0.5 mL/min. The column temperature was varied to achieve CAP condition... TCAP and tE,CAP of... Ring-PS... are measured as 17.3 °C/ 8.23 min",Ring-PS refers to cyclic polystyrene. Used to establish CAP for ring polymers.
95,1992,Poly(ethylene glycol),,,"Acetonitrile, Water",,"43, 57",C18,,Silica,,Reverse,,,,0.5,,R-401 differential refractometer,[95] Pasch.pdf,,H. Pasch,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, W-6100 Darmstadt, Germany",1992,disappearance of molar mass dependence of retention time,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,polyethylene oxide (PEO),Poly(ethylene glycol),polyethylene oxide block,polyethylene oxide block,linear,linear,polyethylene oxide (PEO),PEO,linear,,,"[""acetonitrile"", ""water""]","[""Acetonitrile"", ""Water""]","[null, null]",2,43:57:00,v/v,"[43.0, 57.0]",v/v,,,C18,,C18,,Nucleosil 5C18,,,250 x 4 mm I.D.,,,,,0.5 ml/min,0.5,,R-401 differential refractometer,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The disappearance of the molar mass dependence of the retention time, corresponding to the critical conditions, was achieved at a composition of the mobile phase of acetonitrile—water (43:57, v/v); see Fig. 1.",Condition established using PEO calibration standards on a Macherey-Nagel 5C18 column. Used to separate a triblock polymer HO(EO)n(PO)m(EO)nOH based on the PPO block length.
95,1992,Poly(ethylene glycol),,,"Acetonitrile, Water",,"43, 57",C18,,Silica,,Reverse,,,,0.5,,refractive index,[95] Pasch.pdf,,Dr. H. Pasch,,"Deutsches Kunststoff-Institut, Schlossgartenstrasse 6, W-6100 Darmstadt, Germany",1992,disappearance of molar mass dependence of retention time,explicit,"{""qwen"": ""missed"", ""mistral"": ""missed""}",missed,missed,poly(ethylene oxide-block-propylene oxide),poly(ethylene oxide-block-propylene oxide),polyethylene oxide block,polyethylene oxide block,block copolymer,block copolymer,poly(ethylene oxide-block-propylene oxide),,block,,,"[""acetonitrile"", ""water""]","[""Acetonitrile"", ""Water""]","[null, null]",2,43:57:00,v/v,"[43.0, 57.0]",v/v,,,C18,,C18,,Nucleosil 5C18,,,250 x 4 mm I.D.,,,,,0.5 ml/min,0.5,,refractive index,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The disappearance of the molar mass dependence of the retention time, corresponding to the critical conditions, was achieved at a composition of the mobile phase of acetonitrile-water (43:57, v/v); see Fig. 1.",Condition established using PEO calibration standards on a Macherey-Nagel 5C18 column. Used to separate a triblock polymer HO(EO)n(PO)m(EO)nOH based on the PPO block length.
148,1997,Poly(L-lactide),,,"Dioxane, Hexane",,"60, 40",silica,,Silica,,,,300,30,,,Diode-Array-Detector (UVD 3205) and UV-detector (SPD-10A),[148] Wachsen.pdf,,O. Wachen,,"Technical University of Berlin, Institute of Technical Chemistry, Sekr. TC 3, Str. d. 17. Juni 135, D-10623 Berlin, Germany",1997,mixture of 60vol.% dioxane and 40vol.% n-hexane,explicit,"{""qwen"": ""explicit"", ""mistral"": ""explicit""}",explicit,explicit,oligo-L-lactide,oligo-L-lactide,poly-L-lactide,Poly(L-lactide),linear,linear,oligo-L-lactide,poly-L-lactide,linear,,,"[""dioxane"", ""n-hexane""]","[""Dioxane"", ""Hexane""]","[null, null]",2,60:40:00,vol.%,"[60.0, 40.0]",v/v,,,silica,,silica,,Nucleosil 300-S,,,250mm x 4mm ID,300,300,30,30,,,,Diode-Array-Detector (UVD 3205) and UV-detector (SPD-10A),"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",The 'critical' conditions for poly-1-lactide were realised by a mixture of 60vol.% dioxane and 40vol.% n-hexane which was used as solvent and mobile phase. The column was thermostated at 30°C.,LACCC analysis performed on oligo-L-lactide using critical conditions established for poly-L-lactide.
210,2003,Poly(L-lactide),,,"1,4-Dioxane, Hexane",,"56.25, 43.75",silica gel,,Silica,,,,"100.0, 300.0",50,0.5,,Waters 486 tunable UV detector at 235 nm,[210] Biela2003.pdf,10.1016/S0032-3861(03)00030-2,Andrzej Duda,anduda@bilbo.cbmm.lodz.pl,"Department of Polymer Chemistry, Center of Molecular and Macromolecular Studies, Polish Academy of Sciences, Sienkiewicza 112, PL-90-363 Lodz, Poland",2003,elution volumes independent of molar mass,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,poly(L-lactide),Poly(L-lactide),poly(L-lactide),Poly(L-lactide),linear,linear,poly(L-lactide),L-lactide,linear,,,"[""1,4-dioxane"", ""n-hexane""]","[""1,4-Dioxane"", ""Hexane""]","[null, null]",2,56.25/43.75,vol%,"[56.25, 43.75]",v/v,,,silica gel,,silica gel,,Si-100 and Si-300,,,,100 and 300 A,"100.0, 300.0",50,50,0.5 ml/min,0.5,,Waters 486 tunable UV detector at 235 nm,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The chromatograph for LC-CC measurements consisted of a Waters model 510 pump, a Rheodyne injection valve with a 100 ml loop, two columns: Si-100 and Si-300 (Macherey-Nagel), and Waters 486 tunable UV detector operating at 235 nm. A mixture of 1,4-dioxane and n-hexane (56.25:43.75 vol%) was used as mobile phase with flow rate of 0.5 ml/min. The temperature of the columns was set at 50 °C using a Waters column oven.",Critical conditions established for linear PLA used to analyze star-shaped PLA.
210,2003,Poly(L-lactide),,OH,"1,4-Dioxane, Hexane",,"56.25, 43.75",silica gel,,Silica,,,,"100.0, 300.0",50,0.5,,Waters 486 tunable UV detector,[210] Biela2003.pdf,10.1016/S0032-3861(03)00030-2,Andrzej Duda,anduda@bilbo.cbmm.lodz.pl,"Department of Polymer Chemistry, Center of Molecular and Macromolecular Studies, Polish Academy of Sciences, Sienkiewicza 112, PL-90-363 Lodz, Poland",2003,elution volumes showed no dependence on molar mass,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,linear poly(L-lactide),Poly(L-lactide),poly(L-lactide) backbone,poly(L-lactide) backbone,linear,linear,linear poly(L-lactide),L-lactide,linear,,OH,"[""1,4-dioxane"", ""n-hexane""]","[""1,4-Dioxane"", ""Hexane""]","[null, null]",2,56.25/43.75,vol%,"[56.25, 43.75]",v/v,,,silica gel,,silica gel,,Si-100 and Si-300,,,,100 and 300 A,"100.0, 300.0",50,50,0.5 ml/min,0.5,,Waters 486 tunable UV detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","At the critical point of adsorption, a series of linear C4H9-PLA-OH's having molar masses (Mn) in the range from 2.3 × 10³ to 7.4 × 10⁴ ... showed no dependence of the elution volumes on molar mass. ... LC-CC conditions have been used corresponding to silica gel as the stationary phase and a mixture of 1,4-dioxane/n-hexane (56.25/43.75 by vol%) at 50 °C as the mobile phase.",Critical conditions established for linear PLA used to analyze star-shaped PLA.
403,2005,poly(lactide),,,"1,4-Dioxane, Hexane",,"57.1, 42.9",bare silica,,Silica,,,,"100.0, 300.0",50,0.5,,"RI, MALLS, UV, ELSD",[403] Radke2005.pdf,10.1016/j.polymer.2005.05.028,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, 64289 Darmstadt, Germany",2005,elution volume independent of molar mass,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,linear poly(lactide),linear poly(lactide),poly(lactide) repeating unit,poly(lactide) repeating unit,linear,linear,linear poly(lactide),,linear,,,"[""1,4-dioxane"", ""n-hexane""]","[""1,4-Dioxane"", ""Hexane""]","[null, null]",2,57.1/42.9,v/v,"[57.1, 42.9]",v/v,,,bare silica,,bare silica,,Nucleosil,,,0.46x20 cm and 0.46x25 cm,100 A and 300 A,"100.0, 300.0",50,50,0.5 ml/min,0.5,,"RI, MALLS, UV, ELSD","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions for linear PLAs with molar masses ranging from 4800 to 26000 g/mol were determined at 50 8C at a composition of 57.1/42.9 (1,4-dioxane/nhexane). Despite the different molar masses, all samples elute at the same elution volume (Fig. 1).",Columns connected in series. Used to analyze star-shaped PLAs.
403,2005,poly(lactide),,,"1,4-Dioxane, Hexane",,"57.1, 42.9",bare silica,,Silica,,,,"100.0, 300.0",50,0.5,,"RI, MALLS, UV, ELSD",[403] Radke2005.pdf,10.1016/j.polymer.2005.05.028,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, 64289 Darmstadt, Germany",2005,critical conditions determined for linear PLAs,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,poly(lactide),poly(lactide),poly(lactide),poly(lactide),linear,linear,poly(lactide),,linear,,,"[""1,4-dioxane"", ""n-hexane""]","[""1,4-Dioxane"", ""Hexane""]","[null, null]",2,57.1/42.9,v/v,"[57.1, 42.9]",v/v,,,bare silica,,bare silica,,Nucleosil,,,0.46x20 cm and 0.46x25 cm,100 A and 300 A,"100.0, 300.0",50,50,0.5 ml/min,0.5,,"RI, MALLS, UV, ELSD","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions for linear PLAs with molar masses ranging from 4800 to 26000 g/mol were determined at 50 8C at a composition of 57.1/42.9 (1,4-dioxane/n-hexane). Despite the different molar masses, all samples elute at the same elution volume (Fig. 1).",Columns connected in series. Used to analyze star-shaped PLAs.
94,1996,Aliphatic Polyesters,,,,,,,,,,,,,,,,MALDI-TOF-MS,[94] Krüger1996.pdf,,Ralph-Peter Kruger,,"Institute of Applied Chemistry, Berlin-Adlershof e.V. (ACA) Rudower Chaussee 5 D-12484 Berlin, Germany",1996,Liquid Adsorption Chromatography at Critical Conditions (LACCC),explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,aliphatic polyesters,aliphatic polyesters,,,,,aliphatic polyesters,,,,,"[""solvent""]",[],[],0,,,,,,,,,,,,,,,,,,,,,,MALDI-TOF-MS,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",Liquid Adsorption Chromatography at Critical Conditions (LACCC) of polymers in combination with Matrix-Assisted Laser Desorption / Ionization Time-Of-Flight Mass Spectrometry (MALDI-TOF-MS) and different types of detectors is a very convenient method for the characterization of polymer heterogeneities.,
94,1996,Aromatic Polyesters,,,,,,,,,,,,,,,,MALDI-TOF-MS,[94] Krüger1996.pdf,,Ralph-Peter Kruger,,"Institute of Applied Chemistry, Berlin-Adlershof e.V. (ACA) Rudower Chaussee 5 D-12484 Berlin, Germany",1996,Liquid Adsorption Chromatography at Critical Conditions (LACCC),explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,aromatic polyesters,aromatic polyesters,,,,,aromatic polyesters,,,,,"[""solvent""]",[],[],0,,,,,,,,,,,,,,,,,,,,,,MALDI-TOF-MS,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",Liquid Adsorption Chromatography at Critical Conditions (LACCC) of polymers in combination with Matrix-Assisted Laser Desorption / Ionization Time-Of-Flight Mass Spectrometry (MALDI-TOF-MS) and different types of detectors is a very convenient method for the characterization of polymer heterogeneities.,
